transaction_hash,date_time,from_address,to_address,transaction_type,contract_address,asset_symbol,asset_name,token_id,value_amount_eth,gas_fee_eth
0x5f7648f416a5fa18833416b86caebf86a629da7b4f8f3f89182a3a8f081688ef,2025-04-07 14:09:35,0xb8001c3ec9aa1985f6c747e25c28324e4a361ec1,0xa39b189482f984388a34460636fea9eb181ad1a6,ERC-20 Transfer,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,,0.0000000005,0.000525400842251632
0xd80896e323904233452d55d5e1a3438dcab750437dd4f759f6b3c8c3b515314c,2025-06-23 11:23:11,0xfe18ca748583566c4fa7dc40700ed4243ecc0a3c,0xa39b189482f984388a34460636fea9eb181ad1a6,ERC-20 Transfer,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,,0.000000007006531143,0.000027680636431492
0x42c7dcd7ba5aa2abd32a6e9b0cacc9870a5c7832533a2a8e8658bb1807b60453,2025-06-24 17:56:11,0xa39b189482f984388a34460636fea9eb181ad1a6,0x9faa6a020dca7c27dfba8b9e8c7e20e2020ca74c,ERC-20 Transfer,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,,0.000000000001,0.000178225839140144
0x598bbac867a66b55de500d8d2c45916b6993f0de34576682e6c91de147390e9c,2025-06-24 17:56:59,0xa39b189482f984388a34460636fea9eb181ad1a6,0x9faa684dee232e94e4707843356fc55f33bda74c,ERC-20 Transfer,0x90ef1a9d5e1e1de0520fe5d39918662346865167,USDC,USD Coin,,0.000000000001,0.000093154004990658
0x46513e4b158bc1ef28c1e4349e7dae80f09d7f2ee2f6261b9ff1b45d30fa2597,2025-06-24 17:58:59,0xa39b189482f984388a34460636fea9eb181ad1a6,0x9facd1619b4b2ad0c41a545852643b7f020ca74c,ERC-20 Transfer,0x011c5b3323e54e821589ab5d6284e0ce564fa25c,USDC,USD Coin,,0.000000000001,0.000265068686793376
0xb17c4125b30a5319d39cb8e93e7d5f703841de9c90991aa84b24d6d9ba6f4ec6,2025-06-24 18:09:23,0xa39b189482f984388a34460636fea9eb181ad1a6,0xf40aa101a77382162036e8154f2eb2324bce0f17,ERC-20 Transfer,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,,0.000000000001,0.000201318481045536
0x5d8015dd60d2343f506736adc1e0fa51929f4c9138b5f1b87a012481028705af,2025-06-24 18:09:59,0xa39b189482f984388a34460636fea9eb181ad1a6,0xf40aef9069e50c112e5e0909c7d8d4a001420f17,ERC-20 Transfer,0x90ef1a9d5e1e1de0520fe5d39918662346865167,USDC,USD Coin,,0.000000000001,0.000111997236360228
0x4f5af77b548671dfcbaf76e25b85e6a26cda4f7536b44ff3dee6e043a692b428,2025-06-24 18:11:23,0xa39b189482f984388a34460636fea9eb181ad1a6,0xf40f51a46e81191ff2409c25e18f9d313cce0f17,ERC-20 Transfer,0x011c5b3323e54e821589ab5d6284e0ce564fa25c,USDC,USD Coin,,0.000000000001,0.00025056991745097
0x07f9638de575956d7912bc563dbeab7e3250e02a7f722a3358a061f54c9fde9f,2025-06-24 18:39:47,0xa39b189482f984388a34460636fea9eb181ad1a6,0x9faa6a020dca7c27dfba8b9e8c7e20e2020ca74c,ERC-20 Transfer,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,,0.00000000001,0.000282284029349936
0x4a1d9a62276923146f7cc0c75a7d0b6b726539288a2a5f9f9f5f77b6e6fccc66,2025-06-24 18:40:47,0xa39b189482f984388a34460636fea9eb181ad1a6,0x9faa684dee232e94e4707843356fc55f33bda74c,ERC-20 Transfer,0x90ef1a9d5e1e1de0520fe5d39918662346865167,USDC,USD Coin,,0.00000000001,0.00016433059857633
0x13f2dfc14125b1f9f8ffef445524eabd4df6fabf2be546ca54c6bdd37b89d00b,2025-06-24 18:41:47,0xa39b189482f984388a34460636fea9eb181ad1a6,0x9facd1619b4b2ad0c41a545852643b7f020ca74c,ERC-20 Transfer,0x011c5b3323e54e821589ab5d6284e0ce564fa25c,USDC,USD Coin,,0.00000000001,0.000426777589260327
0x4b0601d283f08642d8425788cdaac7518dd62dc37163b877641e35741b6a07ba,2025-06-24 18:57:11,0xa39b189482f984388a34460636fea9eb181ad1a6,0x9faa6a020dca7c27dfba8b9e8c7e20e2020ca74c,ERC-20 Transfer,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,,0.000000001554231036,0.00042081337166244
0xff8a60825e769158238ec10eeedf4bbcb6abd2e59f902d9646d6756f7e3bb116,2025-06-24 19:15:47,0xa39b189482f984388a34460636fea9eb181ad1a6,0x9faa6a020dca7c27dfba8b9e8c7e20e2020ca74c,ERC-20 Transfer,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,,0.000000002330077828,0.00047829013235784
0xd99da7deea59052db352a048cdbbce7d4b8ef4cc2d9d831f10a97c4e89d07229,2025-06-24 19:49:23,0xa39b189482f984388a34460636fea9eb181ad1a6,0x9faa6a020dca7c27dfba8b9e8c7e20e2020ca74c,ERC-20 Transfer,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,,0.000000003890248553,0.00054056714377672
0x8e45b4031ab18b297777c7f27adf29ba28781e7e2936c8551a3e0b70acd59e33,2025-06-24 20:00:59,0xa39b189482f984388a34460636fea9eb181ad1a6,0xbad7da01bf2b610a7be39e6b5eee97eec26b1320,ERC-20 Transfer,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,,0.00000000001,0.000767678982206824
0x79bd2c5fca8a367eb0b653d5c6ceda1de8ec27f121acf94894dab5de95bbff67,2025-06-24 20:27:35,0xa39b189482f984388a34460636fea9eb181ad1a6,0xbad7da01bf2b610a7be39e6b5eee97eec26b1320,ERC-20 Transfer,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,,0.000000003895220203,0.0002721173467062
0x4b7a2367ad65af93c364e17143e09a879391a0e888c314a853cd0ba561bb5252,2025-06-24 21:01:23,0xa39b189482f984388a34460636fea9eb181ad1a6,0xbad7da01bf2b610a7be39e6b5eee97eec26b1320,ERC-20 Transfer,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,,0.000000003888215,0.00027487910790616
0x26c0ac69338b36bbb2a63215093707dec047f3b0cd56be9042e1ce93d2a77d2a,2025-07-27 22:18:47,0xa39b189482f984388a34460636fea9eb181ad1a6,0xcab8dc8aa5f79ce5b5f730bdabf4b55d1a96b6f3,ERC-20 Transfer,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC,,0.000000000047222933,0.00006184279486836
0x69ea1c58662db26c43462221339b386709d4b44af23ce9b7feb401c0c3deeea9,2024-11-26 18:46:11,0x8c8d7c46219d9205f056f28fee5950ad564d7465,0xa39b189482f984388a34460636fea9eb181ad1a6,ETH Transfer,,ETH,,,0.005646810060003162,0.000579953337789
0xc09da0b378f6e1c390cb9df6f9fd515d2cd35d83602302af0dc0a4f2c11c9a7f,2024-11-27 01:28:11,0xa39b189482f984388a34460636fea9eb181ad1a6,0xdac17f958d2ee523a2206206994597c13d831ec7,ETH Transfer,,ETH,,,0,0.000686615780708143
0xd84b99c3159d67b2869d340ab39a6b1c2542502fa9e1e516469f8088a1a9eb83,2024-12-20 16:05:59,0xa39b189482f984388a34460636fea9eb181ad1a6,0xdac17f958d2ee523a2206206994597c13d831ec7,ETH Transfer,,ETH,,,0,0.002325651538148029
0xdd9f6f4220d80d7c31cce7515ddca79838d83aa2a0f477e7071650ced564bc84,2025-02-14 17:42:59,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.00006887418337448
0xf63411bd2abb7ecebaf9fe5aafeb6a87d4e565a21d5294335d0da1c7afa8f0d0,2025-02-21 13:32:59,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.00006503533385154
0xef36052def6ae742a87dc8be51c308b26142b81dd8bd39cf6de39447aeca2afb,2025-04-06 22:24:23,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.000067274706954936
0x2d0632cabdf045bab785ceef01cb3dfed0002654b5a40545fdece724d6219741,2025-06-22 19:51:11,0xeba88149813bec1cccccfdb0dacefaaa5de94cb1,0xa39b189482f984388a34460636fea9eb181ad1a6,ETH Transfer,,ETH,,,0.00527999,0.000189
0x42c7dcd7ba5aa2abd32a6e9b0cacc9870a5c7832533a2a8e8658bb1807b60453,2025-06-24 17:56:11,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.000178225839140144
0xb17c4125b30a5319d39cb8e93e7d5f703841de9c90991aa84b24d6d9ba6f4ec6,2025-06-24 18:09:23,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.000201318481045536
0x07f9638de575956d7912bc563dbeab7e3250e02a7f722a3358a061f54c9fde9f,2025-06-24 18:39:47,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.000282284029349936
0x4b0601d283f08642d8425788cdaac7518dd62dc37163b877641e35741b6a07ba,2025-06-24 18:57:11,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.00042081337166244
0xff8a60825e769158238ec10eeedf4bbcb6abd2e59f902d9646d6756f7e3bb116,2025-06-24 19:15:47,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.00047829013235784
0xd99da7deea59052db352a048cdbbce7d4b8ef4cc2d9d831f10a97c4e89d07229,2025-06-24 19:49:23,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.00054056714377672
0x8e45b4031ab18b297777c7f27adf29ba28781e7e2936c8551a3e0b70acd59e33,2025-06-24 20:00:59,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.000767678982206824
0x79bd2c5fca8a367eb0b653d5c6ceda1de8ec27f121acf94894dab5de95bbff67,2025-06-24 20:27:35,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.0002721173467062
0x4b7a2367ad65af93c364e17143e09a879391a0e888c314a853cd0ba561bb5252,2025-06-24 21:01:23,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.00027487910790616
0x26c0ac69338b36bbb2a63215093707dec047f3b0cd56be9042e1ce93d2a77d2a,2025-07-27 22:18:47,0xa39b189482f984388a34460636fea9eb181ad1a6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ETH Transfer,,ETH,,,0,0.00006184279486836
